ID,pred
25318,0.05372799910094553
25319,0.003968470937559464
25320,0.0018536723494781706
25321,0.7853420428564469
25322,0.013771862895115677
25323,0.00018793411717158253
25324,0.000122559016744187
25325,0.0002901739001550759
25326,0.008810875491996393
25327,0.20275632623492865
25328,0.6980443485056016
25329,0.027112415671255476
25330,5.807730434986014e-05
25331,0.0006059887993689166
25332,0.0005229562756939192
25333,0.005888914054104197
25334,0.09942634518888377
25335,0.0003283139743008859
25336,0.0026004124259043078
25337,0.17150310300952518
25338,0.024044705745487508
25339,0.022087922638358112
25340,0.00011360267474188098
25341,0.007466435669744489
25342,0.2522856526026353
25343,0.010136833225275121
25344,0.0014901109870471415
25345,0.0015990839375590318
25346,0.007120294483070415
25347,0.0004945004097393665
25348,0.0054457860433827655
25349,0.0010506149450664345
25350,0.0041187200834624915
25351,0.0007935120996188888
25352,0.009047494188191669
25353,0.003159554202960408
25354,0.00844504885597073
25355,0.294954812776905
25356,0.22748809466903577
25357,0.001371820206897568
25358,0.062166233546201724
25359,0.003687873797669111
25360,0.0007745920912365795
25361,0.036834773665417854
25362,0.023689900190284392
25363,0.4366862904159126
25364,0.00013099576294249595
25365,0.0017272903855228296
25366,0.00023165704979624305
25367,0.0016546608640067221
25368,0.3925938239544488
25369,0.04671032860768962
25370,0.0004054405220814822
25371,0.045151466225686
25372,0.001684967008515964
25373,0.02120063223520297
25374,0.0652483471346493
25375,0.000155249711367099
25376,0.0061062050108909045
25377,0.0009390878821492368
25378,0.007752376722047622
25379,0.027526617253805865
25380,0.00408482826553698
25381,0.0026826045650872065
25382,0.00015100660246681659
25383,0.09924913820144579
25384,0.0011011016856629407
25385,0.02566821205631161
25386,0.00024913768448639136
25387,0.09919694377836179
25388,0.004178226587173859
25389,0.3499098583696454
25390,0.003199398509067191
25391,0.004147165414688266
25392,0.44110292696957254
25393,0.006183509035262623
25394,0.2844335527479037
25395,0.017395704116678068
25396,0.00019314690269292052
25397,0.005681066827770937
25398,0.8438063757926078
25399,0.107112569990448
25400,0.0015905830124500078
25401,0.0024428571421948155
25402,0.46446407102169673
25403,0.01724030600336233
25404,0.0008825447975510992
25405,0.23199164258264532
25406,0.0002500672659351217
25407,0.024503104267303503
25408,0.5149676615593819
25409,0.006648592052478293
25410,0.01518616863121681
25411,0.006782324782753133
25412,0.4483388466714117
25413,0.921913395272545
25414,0.26792867547737736
25415,0.49277779159981505
25416,0.0019702457284356354
25417,0.3191909420451799
25418,0.003123305132131889
25419,0.0005760246984353623
25420,0.014299174704438538
25421,0.0001739906168918522
25422,1.5344205998093608e-05
25423,0.0005987657700071004
25424,0.010035126676716667
25425,0.0008776183193363933
25426,0.0012735365128974281
25427,0.5340043954114233
25428,0.00138726129326345
25429,0.1785405736112321
25430,0.018465072189532184
25431,0.04967532698707688
25432,0.012609773445396238
25433,0.0006557579118784955
25434,0.7811354692849692
25435,0.0009371514669633188
25436,0.00046279492139679186
25437,0.004260310516070831
25438,0.0015368511838944915
25439,0.4573440004280085
25440,0.13150558444373314
25441,0.6689101911109957
25442,0.0002767853109195877
25443,0.0009241809734200494
25444,0.17695197462457546
25445,0.004197109317290151
