ID,pred
25318,0.05204354882729323
25319,0.008216832625424596
25320,0.004457137377711728
25321,0.6331197905202923
25322,0.02774287348740308
25323,0.0021898275313287892
25324,0.0010063623714831396
25325,0.0016216360126656607
25326,0.017679446133748906
25327,0.2108973301957176
25328,0.6626722941424493
25329,0.03917657277255521
25330,0.0011001951465419819
25331,0.0020983900783552154
25332,0.002338827542065644
25333,0.009715802553971841
25334,0.10577207295279345
25335,0.001891579622773498
25336,0.010212487340269668
25337,0.23409343968211874
25338,0.07806598632460818
25339,0.04353464909406851
25340,0.0010221175796673724
25341,0.014413634898312572
25342,0.2834576323009802
25343,0.008896343257003246
25344,0.005585843818180045
25345,0.004902847150527632
25346,0.01380492909636354
25347,0.0019243354729454446
25348,0.01649424764499116
25349,0.003156105477201629
25350,0.008302988747514214
25351,0.003701665609719798
25352,0.020142445813311274
25353,0.0076060308192828635
25354,0.018810396211602232
25355,0.2937235111021776
25356,0.2778654084031664
25357,0.0034180859287719725
25358,0.07661921427907784
25359,0.01357958526277775
25360,0.00226311641961961
25361,0.029993820405221683
25362,0.04070920481890472
25363,0.4827031743448281
25364,0.0016661548945039368
25365,0.003538552231706499
25366,0.0017866515249428852
25367,0.0033106260108759487
25368,0.4271658830008146
25369,0.07277891315442346
25370,0.002161204940427458
25371,0.09232515102984269
25372,0.00660208075587391
25373,0.04036749154458576
25374,0.05676451247609933
25375,0.0012153874665471168
25376,0.0275585801188012
25377,0.004804182756069606
25378,0.017176561223742837
25379,0.034690111083523274
25380,0.005924225396035987
25381,0.004648647569257556
25382,0.0013856774228040254
25383,0.08990850420655797
25384,0.0036185245538103393
25385,0.047519946415214065
25386,0.0018029876210779194
25387,0.10721254692281743
25388,0.009775176776192367
25389,0.4000166399374973
25390,0.004238651236971494
25391,0.010079059392392068
25392,0.5671084913304842
25393,0.02120064024586691
25394,0.30612769303298226
25395,0.014187269214564313
25396,0.0015634932310924262
25397,0.007964749730775381
25398,0.787149274944863
25399,0.10102379528254286
25400,0.004174419453370354
25401,0.005820168721778936
25402,0.48855957436096975
25403,0.021248574910077925
25404,0.00341122788701344
25405,0.5250152759224156
25406,0.001602086549485873
25407,0.029643619059456776
25408,0.49282563574879773
25409,0.008937850565216001
25410,0.038792913881573195
25411,0.015105673817850263
25412,0.27703793229624746
25413,0.8783721008574628
25414,0.31360282026062336
25415,0.40077040183759616
25416,0.0038945449434205845
25417,0.2917495044780501
25418,0.00738314880323022
25419,0.002001082462378053
25420,0.02913583994381382
25421,0.0015249734118451613
25422,0.000948369309867948
25423,0.003866551285566491
25424,0.013098620526745264
25425,0.0020701899291771402
25426,0.005323553623976788
25427,0.43121229109017783
25428,0.004267628537600428
25429,0.15658118690554867
25430,0.04905480552081444
25431,0.05168456342086619
25432,0.025507156212687027
25433,0.0039497301918628
25434,0.58370589213311
25435,0.006425401797719164
25436,0.002276308091972322
25437,0.006007775952890362
25438,0.003382135812042046
25439,0.4218509330266643
25440,0.15163021200583016
25441,0.5527851986562519
25442,0.0017571814353549479
25443,0.002956260499293258
25444,0.31081676511317785
25445,0.006535238000175694
25446,0.0968790876795598
25447,0.029392154130395663
25448,0.01966222412082396
25449,0.0369950011955834
25450,0.005877289730286934
25451,0.013220759127516381
25452,0.03105078762919044
25453,0.0028603703690617873
25454,0.6727787622353439
25455,0.010355498243279004
25456,0.0031965536747334948
25457,0.6573634070382893
25458,0.7779319935904426
25459,0.026898806500899004
25460,0.04485532113383738
25461,0.0022031116172404096
25462,0.08959999136461466
25463,0.2142387875610218
25464,0.011633783396232302
25465,0.0016912221516605995
25466,0.10891079234428265
25467,0.14086618328751566
25468,0.014062236817670642
25469,0.0008026114709761811
25470,0.010917476653612658
25471,0.008794167104729796
25472,0.002317601870672694
25473,0.01880562897144387
25474,0.0036210168914014886
25475,0.0031544067154699123
25476,0.0018484723853215879
25477,0.005529616471909736
25478,0.544652534117381
25479,0.005913609462448982
25480,0.008062736033226908
25481,0.04323045340600325
25482,0.005611692726168765
25483,0.0023492727018841852
25484,0.0932101227199524
25485,0.6078964988196925
25486,0.07561334064790774
25487,0.001135916143287469
25488,0.2775787706961272
25489,0.5253153115793264
25490,0.542070276555285
25491,0.20878232054594256
25492,0.0035100276638220856
25493,0.21239788517473163
25494,0.4766037744963211
25495,0.07734709860284668
25496,0.007039376285994331
25497,0.015589110734969339
25498,0.002367013324079082
25499,0.008626373767801485
25500,0.001963494215385977
25501,0.005124264082442567
25502,0.09271316225438872
25503,0.0021494534953304645
25504,0.0013354081083730008
25505,0.39118335537232884
25506,0.033943997396862165
25507,0.001483754372262812
25508,0.0036622658008875443
25509,0.004000166611896012
25510,0.015111710182458776
25511,0.15874195586886047
25512,0.4247194891790783
25513,0.023741446133980014
25514,0.0018482086844603118
25515,0.4496107578072815
25516,0.005153690818799723
25517,0.0010528776760155908
25518,0.40728273623691685
25519,0.005920811592825419
25520,0.19613077250806982
25521,0.006952750881157573
25522,0.0035683921842684548
25523,0.34231322068769077
25524,0.006095760755004953
25525,0.2532533653450855
25526,0.5917808076628227
25527,0.08559114309104479
25528,0.0018980845453097442
25529,0.15025786613690248
25530,0.0014695084201261268
25531,0.008471352262361056
25532,0.053874057897976814
25533,0.04177522404590196
25534,0.07808111349701335
25535,0.0907214345839916
25536,0.14624370104609988
25537,0.0010638033028511611
25538,0.03706198941641719
25539,0.6649521702695192
25540,0.41791682396162305
25541,0.23502983625664808
25542,0.010759998107498212
25543,0.013495028727274636
25544,0.014201056376611973
25545,0.001043355319977281
25546,0.01768763100233193
25547,0.0024340040957047428
25548,0.0602469570855231
25549,0.001614260380718589
25550,0.00777247545934121
25551,0.15099889957973614
25552,0.3940741842698204
25553,0.004420371627978092
25554,0.0014398637575927307
25555,0.01870770397825839
25556,0.5928698408058212
25557,0.010248180518963304
25558,0.002518144207660393
25559,0.0010305743574761258
25560,0.040984254007069246
25561,0.3692347937532855
25562,0.0024557781638447104
25563,0.011277603423043367
25564,0.5172493674387155
25565,0.005111398146303829
25566,0.025274314882466103
25567,0.026170752157826042
25568,0.6511405205166678
25569,0.01767948420741216
25570,0.0035065898129241872
25571,0.7197956744328107
25572,0.00297074669779957
25573,0.0018172679182423817
25574,0.002978257884141341
25575,0.007677057597131253
25576,0.007380996949615549
25577,0.011400133665452984
25578,0.0012675678339335013
25579,0.013393902567002416
25580,0.0023590272091518
25581,0.04074663397264735
25582,0.0034129443211781975
25583,0.535220500382469
25584,0.0039725827176216606
25585,0.8346746701327165
25586,0.0019836500165318015
25587,0.002435161001733064
25588,0.07823276969464214
25589,0.008167643235579357
25590,0.0008429630440618303
25591,0.00245448592101247
25592,0.015103111935211983
